지역번호,지역명,일시,평균일강수량(mm),최다일강수량(mm),최다강수량지점,1시간최다강수량(mm),1시간최다강수량지점
1,서울경기,2015-10-21,0,,,,,
1,서울경기,2015-10-20,0,,,,,
1,서울경기,2015-10-19,0,,,,,
1,서울경기,2015-10-18,0,,,,,
1,서울경기,2015-10-17,0,,,,,
1,서울경기,2015-10-16,0,,,,,
1,서울경기,2015-10-15,0,,,,,
1,서울경기,2015-10-14,0,,,,,
1,서울경기,2015-10-13,0,,,,,
1,서울경기,2015-10-12,0,0.1,양평,0.1,양평,
1,서울경기,2015-10-11,4.5,7,강화,7,강화,
1,서울경기,2015-10-10,6.4,12.6,수원,5.4,이천,
1,서울경기,2015-10-09,0,0.3,백령도,0.3,백령도,
1,서울경기,2015-10-08,0,,,,,
1,서울경기,2015-10-07,0,,,,,
1,서울경기,2015-10-06,0,,,,,
1,서울경기,2015-10-05,0,,,,,
1,서울경기,2015-10-04,0,,,,,
1,서울경기,2015-10-03,0,,,,,
1,서울경기,2015-10-02,0,,,,,
1,서울경기,2015-10-01,32,36.3,인천,24,강화,
1,서울경기,2015-09-30,0,,,,,
1,서울경기,2015-09-29,0,,,,,
1,서울경기,2015-09-28,0,0,동두천,파주,백령도,서울,0,동두천,파주,백령도,서울,
1,서울경기,2015-09-27,0,,,,,
1,서울경기,2015-09-26,0,,,,,
1,서울경기,2015-09-25,0,,,,,
1,서울경기,2015-09-24,0,,,,,
1,서울경기,2015-09-23,0,1.8,백령도,0.8,백령도,
1,서울경기,2015-09-22,0,,,,,
1,서울경기,2015-09-21,0,,,,,
1,서울경기,2015-09-20,0,,,,,
1,서울경기,2015-09-19,0,,,,,
1,서울경기,2015-09-18,0,,,,,
1,서울경기,2015-09-17,0,,,,,
1,서울경기,2015-09-16,0,,,,,
1,서울경기,2015-09-15,0,,,,,
1,서울경기,2015-09-14,0,,,,,
1,서울경기,2015-09-13,0,,,,,
1,서울경기,2015-09-12,0.1,0.5,양평,0.5,양평,
1,서울경기,2015-09-11,2.6,6.2,이천,3,수원,
1,서울경기,2015-09-10,0,,,,,
1,서울경기,2015-09-09,0,,,,,
1,서울경기,2015-09-08,0,,,,,
1,서울경기,2015-09-07,0,,,,,
1,서울경기,2015-09-06,0,0.4,백령도,0.4,백령도,
1,서울경기,2015-09-05,12.4,35.5,강화,29.5,강화,
1,서울경기,2015-09-04,0,,,,,
1,서울경기,2015-09-03,4.5,18,서울,16.5,서울,
1,서울경기,2015-09-02,2.2,52.5,동두천,30.7,동두천,
1,서울경기,2015-09-01,0,0.1,수원,0.1,수원,
1,서울경기,2015-08-31,1.3,4.7,인천,4.7,인천,
1,서울경기,2015-08-30,0,0,서울,0,서울,
1,서울경기,2015-08-29,0,,,,,
1,서울경기,2015-08-28,0.1,3,양평,2.5,양평,
1,서울경기,2015-08-27,2.3,9,수원,6,수원,
1,서울경기,2015-08-26,0,0.9,파주,0.9,파주,
1,서울경기,2015-08-25,3.7,10.2,이천,2.5,양평,
1,서울경기,2015-08-24,0.4,1.4,수원,1.4,수원,
1,서울경기,2015-08-23,0,,,,,
1,서울경기,2015-08-22,0.1,0.3,수원,양평,0.3,수원,양평,
1,서울경기,2015-08-21,1.2,2.5,서울,2.3,서울,
1,서울경기,2015-08-20,0.1,2.8,동두천,2.5,동두천,
1,서울경기,2015-08-19,0,0,파주,백령도,서울,수원,0,파주,백령도,서울,수원,
1,서울경기,2015-08-18,0,,,,,
1,서울경기,2015-08-17,0,6.6,이천,6.6,이천,
1,서울경기,2015-08-16,16.6,31.1,수원,22,양평,
1,서울경기,2015-08-15,0,0.1,서울,0.1,서울,
1,서울경기,2015-08-14,0,,,,,
1,서울경기,2015-08-13,9.8,35,강화,35,강화,
1,서울경기,2015-08-12,0,,,,,
1,서울경기,2015-08-11,0,0.5,동두천,0.5,동두천,
1,서울경기,2015-08-10,0,,,,,
1,서울경기,2015-08-09,0,,,,,
1,서울경기,2015-08-08,8.7,63.6,백령도,50.2,백령도,
1,서울경기,2015-08-07,2.8,36.9,동두천,36.6,동두천,
1,서울경기,2015-08-06,0,,,,,
1,서울경기,2015-08-05,0.1,12,백령도,7.5,백령도,
1,서울경기,2015-08-04,0,4.7,백령도,4.7,백령도,
1,서울경기,2015-08-03,0.2,3.5,동두천,3.5,동두천,
1,서울경기,2015-08-02,13.1,21.6,이천,16.7,인천,
1,서울경기,2015-08-01,0,10.4,동두천,7.2,동두천,
1,서울경기,2015-07-31,0,3.7,백령도,2.3,백령도,
1,서울경기,2015-07-30,0,,,,,
1,서울경기,2015-07-29,23.9,64.7,수원,52,수원,
1,서울경기,2015-07-28,0.1,0.3,백령도,강화,0.3,백령도,
1,서울경기,2015-07-27,2.2,3.5,강화,2.5,수원,
1,서울경기,2015-07-26,27,41.6,인천,15.6,동두천,
1,서울경기,2015-07-25,48,105.8,동두천,40.1,동두천,
1,서울경기,2015-07-24,25.8,72.2,파주,26.5,파주,
1,서울경기,2015-07-23,9.3,29.9,이천,15.9,이천,
1,서울경기,2015-07-22,0.3,19.6,동두천,19.6,동두천,
1,서울경기,2015-07-21,3.2,11,서울,10.5,서울,
1,서울경기,2015-07-20,0.7,7.5,양평,7.5,양평,
1,서울경기,2015-07-19,5.8,9.7,수원,5.5,수원,
1,서울경기,2015-07-18,0.3,0.6,동두천,0.5,서울,
1,서울경기,2015-07-17,0,0,동두천,백령도,0,백령도,
1,서울경기,2015-07-16,0,,,,,
1,서울경기,2015-07-15,0,3.1,파주,3.1,파주,
1,서울경기,2015-07-14,0,,,,,
1,서울경기,2015-07-13,15,21,강화,9.5,강화,
1,서울경기,2015-07-12,37.7,142.5,백령도,20.2,백령도,
1,서울경기,2015-07-11,0.2,0.5,강화,0.5,강화,
1,서울경기,2015-07-10,0,0,백령도,0,백령도,
1,서울경기,2015-07-09,0,0,백령도,0,백령도,
1,서울경기,2015-07-08,0.4,3.2,이천,2.1,동두천,
1,서울경기,2015-07-07,0,0.2,이천,0.1,이천,
1,서울경기,2015-07-06,0,,,,,
1,서울경기,2015-07-05,0,25.7,동두천,25.2,동두천,
1,서울경기,2015-07-04,0,,,,,
1,서울경기,2015-07-03,0,0,동두천,강화,이천,0,동두천,강화,이천,
1,서울경기,2015-07-02,0,0,백령도,0,백령도,
1,서울경기,2015-07-01,0.1,0.5,서울,0.5,서울,
1,서울경기,2015-06-30,0.7,2.5,서울,2,서울,
1,서울경기,2015-06-29,0.1,0.3,강화,0.3,강화,
1,서울경기,2015-06-28,0,,,,,
1,서울경기,2015-06-27,0,,,,,
1,서울경기,2015-06-26,16.5,22.5,이천,6.5,강화,
1,서울경기,2015-06-25,1.8,5.4,백령도,3.1,백령도,
1,서울경기,2015-06-24,0,0.8,이천,0.8,이천,
1,서울경기,2015-06-23,0,,,,,
1,서울경기,2015-06-22,0,,,,,
1,서울경기,2015-06-21,0,,,,,
1,서울경기,2015-06-20,20.2,44.5,서울,25.5,서울,
1,서울경기,2015-06-19,0,,,,,
1,서울경기,2015-06-18,0.8,3,서울,2.5,서울,
1,서울경기,2015-06-17,2.6,17.1,이천,13,이천,
1,서울경기,2015-06-16,0,7.5,양평,7.5,양평,
1,서울경기,2015-06-15,0,,,,,
1,서울경기,2015-06-14,11.7,20.5,백령도,양평,20.5,양평,
1,서울경기,2015-06-13,0.7,2.6,이천,1.2,이천,
1,서울경기,2015-06-12,0.4,1.6,이천,1.4,이천,
1,서울경기,2015-06-11,5.3,13.5,동두천,파주,12.5,백령도,
1,서울경기,2015-06-10,0,0,백령도,0,백령도,
1,서울경기,2015-06-09,0,,,,,
1,서울경기,2015-06-08,0,0.2,백령도,0.1,백령도,
1,서울경기,2015-06-07,0,,,,,
1,서울경기,2015-06-06,0,,,,,
1,서울경기,2015-06-05,0.8,3.7,파주,1.5,강화,
1,서울경기,2015-06-04,0,,,,,
1,서울경기,2015-06-03,0,,,,,
1,서울경기,2015-06-02,0,,,,,
1,서울경기,2015-06-01,0,,,,,
1,서울경기,2015-05-31,0,,,,,
1,서울경기,2015-05-30,0.9,10.5,백령도,5,백령도,
1,서울경기,2015-05-29,0,0,백령도,0,백령도,
1,서울경기,2015-05-28,0,,,,,
1,서울경기,2015-05-27,0,,,,,
1,서울경기,2015-05-26,0,,,,,
1,서울경기,2015-05-25,0,,,,,
1,서울경기,2015-05-24,0,,,,,
1,서울경기,2015-05-23,0,,,,,
1,서울경기,2015-05-22,0,,,,,
1,서울경기,2015-05-21,0,,,,,
1,서울경기,2015-05-20,0,,,,,
1,서울경기,2015-05-19,1.2,2,인천,0.8,인천,
1,서울경기,2015-05-18,0,0.1,백령도,0.1,백령도,
1,서울경기,2015-05-17,0,,,,,
1,서울경기,2015-05-16,0,,,,,
1,서울경기,2015-05-15,0,,,,,
1,서울경기,2015-05-14,0,,,,,
1,서울경기,2015-05-13,0,0,동두천,서울,0,서울,
1,서울경기,2015-05-12,6.7,12,양평,4.8,파주,
1,서울경기,2015-05-11,17,27,백령도,8.6,동두천,
1,서울경기,2015-05-10,0,,,,,
1,서울경기,2015-05-09,0,,,,,
1,서울경기,2015-05-08,0,0,수원,0,수원,
1,서울경기,2015-05-07,0,1,백령도,1,백령도,
1,서울경기,2015-05-06,0,,,,,
1,서울경기,2015-05-05,0,,,,,
1,서울경기,2015-05-04,0,,,,,
1,서울경기,2015-05-03,3.3,4.6,이천,2,서울,
1,서울경기,2015-05-02,0.6,1.7,수원,1.1,수원,
1,서울경기,2015-05-01,0,,,,,
1,서울경기,2015-04-30,0,,,,,
1,서울경기,2015-04-29,2.8,6.1,수원,1.2,수원,
1,서울경기,2015-04-28,0,0,서울,인천,0,서울,인천,
1,서울경기,2015-04-27,0,,,,,
1,서울경기,2015-04-26,0,,,,,
1,서울경기,2015-04-25,0,,,,,
1,서울경기,2015-04-24,0,,,,,
1,서울경기,2015-04-23,0,,,,,
1,서울경기,2015-04-22,0,0.1,동두천,0.1,동두천,
1,서울경기,2015-04-21,0,,,,,
1,서울경기,2015-04-20,5.1,10.2,이천,3.3,파주,
1,서울경기,2015-04-19,17.8,25.8,이천,7.1,이천,
1,서울경기,2015-04-18,0,0,동두천,파주,서울,0,파주,서울,
1,서울경기,2015-04-17,0,,,,,
1,서울경기,2015-04-16,3.3,7,서울,4.5,서울,
1,서울경기,2015-04-15,1,5.5,양평,2.5,양평,
1,서울경기,2015-04-14,8.8,22.9,동두천,5.8,이천,
1,서울경기,2015-04-13,4.3,6.5,서울,2.5,양평,
1,서울경기,2015-04-12,0,,,,,
1,서울경기,2015-04-11,0,,,,,
1,서울경기,2015-04-10,0,,,,,
1,서울경기,2015-04-09,0,,,,,
1,서울경기,2015-04-08,0,,,,,
1,서울경기,2015-04-07,0,0.1,이천,0.1,이천,
1,서울경기,2015-04-06,0,,,,,
1,서울경기,2015-04-05,0.5,1.7,이천,0.6,이천,
1,서울경기,2015-04-04,0.1,0.5,이천,0.4,이천,
1,서울경기,2015-04-03,4.4,15.5,양평,이천,10.1,수원,
1,서울경기,2015-04-02,19.2,30.5,수원,16.5,서울,
1,서울경기,2015-04-01,1.4,5,양평,3.5,양평,
1,서울경기,2015-03-31,2.4,4.2,동두천,,,
1,서울경기,2015-03-30,0,,,,,
1,서울경기,2015-03-29,0,,,,,
1,서울경기,2015-03-28,0,0.3,백령도,,,
1,서울경기,2015-03-27,0,,,,,
1,서울경기,2015-03-26,0,,,,,
1,서울경기,2015-03-25,0,,,,,
1,서울경기,2015-03-24,0,,,,,
1,서울경기,2015-03-23,0,,,,,
1,서울경기,2015-03-22,0,,,,,
1,서울경기,2015-03-21,0,,,,,
1,서울경기,2015-03-20,0,,,,,
1,서울경기,2015-03-19,0,,,,,
1,서울경기,2015-03-18,2.1,17.5,이천,,,
1,서울경기,2015-03-17,0,0.1,파주,,,
1,서울경기,2015-03-16,0,,,,,
1,서울경기,2015-03-15,0,,,,,
1,서울경기,2015-03-14,0,,,,,
1,서울경기,2015-03-13,0.3,2.8,이천,,,
1,서울경기,2015-03-12,0,,,,,
1,서울경기,2015-03-11,0,0,동두천,,,
1,서울경기,2015-03-10,0,,,,,
1,서울경기,2015-03-09,0,,,,,
1,서울경기,2015-03-08,0,,,,,
1,서울경기,2015-03-07,0,,,,,
1,서울경기,2015-03-06,0,,,,,
1,서울경기,2015-03-05,0,,,,,
1,서울경기,2015-03-04,0,,,,,
1,서울경기,2015-03-03,4.5,5.9,인천,,,
1,서울경기,2015-03-02,0,,,,,
1,서울경기,2015-03-01,0,0.1,백령도,수원,,,
1,서울경기,2015-02-28,0,,,,,
1,서울경기,2015-02-27,0,,,,,
1,서울경기,2015-02-26,0.3,0.8,수원,,,
1,서울경기,2015-02-25,0.8,1.9,동두천,,,
1,서울경기,2015-02-24,0,,,,,
1,서울경기,2015-02-23,0,,,,,
1,서울경기,2015-02-22,1.8,2.5,동두천,서울,양평,,,
1,서울경기,2015-02-21,7.6,11,이천,,,
1,서울경기,2015-02-20,0,,,,,
1,서울경기,2015-02-19,0,,,,,
1,서울경기,2015-02-18,0,0,서울,수원,,,
1,서울경기,2015-02-17,0.2,1.4,동두천,,,
1,서울경기,2015-02-16,10.4,12.4,이천,,,
1,서울경기,2015-02-15,0,0,인천,수원,,,
1,서울경기,2015-02-14,0,,,,,
1,서울경기,2015-02-13,0,,,,,
1,서울경기,2015-02-12,0,,,,,
1,서울경기,2015-02-11,0,,,,,
1,서울경기,2015-02-10,0,,,,,
1,서울경기,2015-02-09,0.4,0.8,이천,,,
1,서울경기,2015-02-08,0,0,백령도,,,
1,서울경기,2015-02-07,0,0.2,동두천,,,
1,서울경기,2015-02-06,0,,,,,
1,서울경기,2015-02-05,0,,,,,
1,서울경기,2015-02-04,0,,,,,
1,서울경기,2015-02-03,0,,,,,
1,서울경기,2015-02-02,0,,,,,
1,서울경기,2015-02-01,0,,,,,
1,서울경기,2015-01-31,0,,,,,
1,서울경기,2015-01-30,0,0.5,백령도,,,
1,서울경기,2015-01-29,0,0,백령도,,,
1,서울경기,2015-01-28,0,,,,,
1,서울경기,2015-01-27,0,,,,,
1,서울경기,2015-01-26,0.6,2.2,이천,,,
1,서울경기,2015-01-25,5.4,10.1,파주,,,
1,서울경기,2015-01-24,0,,,,,
1,서울경기,2015-01-23,0,,,,,
1,서울경기,2015-01-22,0,0.7,이천,,,
1,서울경기,2015-01-21,0.2,4.1,이천,,,
1,서울경기,2015-01-20,0,,,,,
1,서울경기,2015-01-19,0.2,0.5,수원,양평,,,
1,서울경기,2015-01-18,4.4,8,파주,,,
1,서울경기,2015-01-17,0,,,,,
1,서울경기,2015-01-16,0.3,1.1,이천,,,
1,서울경기,2015-01-15,0,,,,,
1,서울경기,2015-01-14,0,,,,,
1,서울경기,2015-01-13,0,,,,,
1,서울경기,2015-01-12,0,,,,,
1,서울경기,2015-01-11,0,0.4,이천,,,
1,서울경기,2015-01-10,0,,,,,
1,서울경기,2015-01-09,0,,,,,
1,서울경기,2015-01-08,0,,,,,
1,서울경기,2015-01-07,0,,,,,
1,서울경기,2015-01-06,2,3.3,이천,,,
1,서울경기,2015-01-05,0.8,5,백령도,,,
1,서울경기,2015-01-04,0,0,서울,,,
1,서울경기,2015-01-03,0,,,,,
1,서울경기,2015-01-02,0,10.2,백령도,,,
1,서울경기,2015-01-01,0,0.1,백령도,,,
1,서울경기,2014-12-31,0.2,0.7,수원,,,
1,서울경기,2014-12-30,0,,,,,
1,서울경기,2014-12-29,0,,,,,
1,서울경기,2014-12-28,0,,,,,
1,서울경기,2014-12-27,0,,,,,
1,서울경기,2014-12-26,0,,,,,
1,서울경기,2014-12-25,0,,,,,
1,서울경기,2014-12-24,0.1,0.2,동두천,서울,,,
1,서울경기,2014-12-23,0,0,수원,,,
1,서울경기,2014-12-22,0.9,1.7,수원,,,
1,서울경기,2014-12-21,0.2,8.3,백령도,,,
1,서울경기,2014-12-20,2.5,5.9,수원,,,
1,서울경기,2014-12-19,1,2.4,파주,,,
1,서울경기,2014-12-18,0,,,,,
1,서울경기,2014-12-17,0,0,백령도,,,
1,서울경기,2014-12-16,0.3,4.3,이천,,,
1,서울경기,2014-12-15,7.6,10.5,서울,,,
1,서울경기,2014-12-14,0.1,10.2,백령도,,,
1,서울경기,2014-12-13,0,0,백령도,,,
1,서울경기,2014-12-12,0.2,6,백령도,,,
1,서울경기,2014-12-11,0.2,0.5,백령도,서울,이천,,,
1,서울경기,2014-12-10,2.2,3,강화,,,
1,서울경기,2014-12-09,0,,,,,
1,서울경기,2014-12-08,0.6,1.7,인천,이천,,,
1,서울경기,2014-12-07,0.3,1.5,백령도,,,
1,서울경기,2014-12-06,0,0,백령도,인천,수원,,,
1,서울경기,2014-12-05,0,0.4,백령도,,,
1,서울경기,2014-12-04,0,1.9,백령도,,,
1,서울경기,2014-12-03,1.7,3.6,수원,,,
1,서울경기,2014-12-02,0,0.4,백령도,,,
1,서울경기,2014-12-01,0.5,0.9,수원,,,
1,서울경기,2014-11-30,8,9,강화,,,
1,서울경기,2014-11-29,0,,,,,
1,서울경기,2014-11-28,17.2,20,강화,,,
1,서울경기,2014-11-27,0,,,,,
1,서울경기,2014-11-26,0,,,,,
1,서울경기,2014-11-25,0,,,,,
1,서울경기,2014-11-24,0,,,,,
1,서울경기,2014-11-23,0,,,,,
1,서울경기,2014-11-22,5.7,13,인천,,,
1,서울경기,2014-11-21,0,0,동두천,파주,백령도,,,
1,서울경기,2014-11-20,0,,,,,
1,서울경기,2014-11-19,0,,,,,
1,서울경기,2014-11-18,0,,,,,
1,서울경기,2014-11-17,1.1,2.3,수원,,,
1,서울경기,2014-11-16,1.6,2.5,강화,,,
1,서울경기,2014-11-15,0,,,,,
1,서울경기,2014-11-14,0.1,0.2,강화,,,
1,서울경기,2014-11-13,0,,,,,
1,서울경기,2014-11-12,3.2,5.8,수원,,,
1,서울경기,2014-11-11,3.3,4.5,강화,,,
1,서울경기,2014-11-10,0,,,,,
1,서울경기,2014-11-09,0,,,,,
1,서울경기,2014-11-08,0,,,,,
1,서울경기,2014-11-07,0,,,,,
1,서울경기,2014-11-06,0.2,1,파주,,,
1,서울경기,2014-11-05,0,,,,,
1,서울경기,2014-11-04,0,,,,,
1,서울경기,2014-11-03,0,,,,,
1,서울경기,2014-11-02,2.3,4.3,수원,이천,,,
1,서울경기,2014-11-01,0,0.2,이천,,,
1,서울경기,2014-10-31,0.6,7.3,이천,2.1,이천,
1,서울경기,2014-10-30,0,0,백령도,0,백령도,
1,서울경기,2014-10-29,0,,,,,
1,서울경기,2014-10-28,0,,,,,
1,서울경기,2014-10-27,0,,,,,
1,서울경기,2014-10-26,0.1,1,동두천,0.9,동두천,
1,서울경기,2014-10-25,0,,,,,
1,서울경기,2014-10-24,0,,,,,
1,서울경기,2014-10-23,0,,,,,
1,서울경기,2014-10-22,0,,,,,
1,서울경기,2014-10-21,21,57.2,이천,8,양평,
1,서울경기,2014-10-20,23.4,38.4,이천,7.8,이천,
1,서울경기,2014-10-19,0,1.5,백령도,1.3,백령도,
1,서울경기,2014-10-18,0,,,,,
1,서울경기,2014-10-17,0,,,,,
1,서울경기,2014-10-16,3.8,6.8,수원,6.8,수원,
1,서울경기,2014-10-15,0,,,,,
1,서울경기,2014-10-14,0,,,,,
1,서울경기,2014-10-13,0,,,,,
1,서울경기,2014-10-12,0,,,,,
1,서울경기,2014-10-11,0,,,,,
1,서울경기,2014-10-10,0,,,,,
1,서울경기,2014-10-09,0,,,,,
1,서울경기,2014-10-08,0,,,,,
1,서울경기,2014-10-07,0,,,,,
1,서울경기,2014-10-06,0,0,파주,백령도,0,백령도,
1,서울경기,2014-10-05,0,,,,,
1,서울경기,2014-10-04,0,,,,,
1,서울경기,2014-10-03,0,0,인천,0,인천,
1,서울경기,2014-10-02,16.4,40,강화,23,강화,
1,서울경기,2014-10-01,0,0.1,양평,0.1,양평,
1,서울경기,2014-09-30,0,,,,,
1,서울경기,2014-09-29,13.2,16,서울,5.8,인천,
1,서울경기,2014-09-28,0.7,2.6,동두천,파주,1.5,동두천,
1,서울경기,2014-09-27,0,,,,,
1,서울경기,2014-09-26,0.7,2.8,인천,2.8,인천,
1,서울경기,2014-09-25,0,,,,,
1,서울경기,2014-09-24,5.3,26.4,이천,5.1,이천,
1,서울경기,2014-09-23,0,1,이천,1,이천,
1,서울경기,2014-09-22,0,,,,,
1,서울경기,2014-09-21,0,5,백령도,5,백령도,
1,서울경기,2014-09-20,0,2.5,백령도,2,백령도,
1,서울경기,2014-09-19,0,,,,,
1,서울경기,2014-09-18,0,,,,,
1,서울경기,2014-09-17,0,0,강화,0,강화,
1,서울경기,2014-09-16,0,,,,,
1,서울경기,2014-09-15,0,,,,,
1,서울경기,2014-09-14,0,,,,,
1,서울경기,2014-09-13,0,,,,,
1,서울경기,2014-09-12,0,7.7,동두천,7.6,동두천,
1,서울경기,2014-09-11,0,,,,,
1,서울경기,2014-09-10,0,,,,,
1,서울경기,2014-09-09,0,,,,,
1,서울경기,2014-09-08,0,,,,,
1,서울경기,2014-09-07,0,,,,,
1,서울경기,2014-09-06,0,,,,,
1,서울경기,2014-09-05,0,,,,,
1,서울경기,2014-09-04,0,0.5,양평,0.4,양평,
1,서울경기,2014-09-03,61,69.6,인천,19.7,인천,
1,서울경기,2014-09-02,5.8,8.8,수원,5.8,수원,
1,서울경기,2014-09-01,0.7,1.5,서울,1.5,서울,
1,서울경기,2014-08-31,0,,,,,
1,서울경기,2014-08-30,0,0.6,파주,0.6,파주,
1,서울경기,2014-08-29,12.8,40.5,수원,21.3,수원,
1,서울경기,2014-08-28,0,,,,,
1,서울경기,2014-08-27,0,,,,,
1,서울경기,2014-08-26,2.9,14.1,파주,14.1,파주,
1,서울경기,2014-08-25,0,0.3,이천,0.2,이천,
1,서울경기,2014-08-24,0.1,0.4,양평,0.3,동두천,양평,
1,서울경기,2014-08-23,0.2,0.5,서울,0.5,서울,
1,서울경기,2014-08-22,5.1,15,서울,13,서울,
1,서울경기,2014-08-21,54,117.7,수원,56.8,수원,
1,서울경기,2014-08-20,0.2,1,양평,0.7,동두천,
1,서울경기,2014-08-19,3.2,13,양평,6,양평,
1,서울경기,2014-08-18,8.6,13.6,동두천,8,인천,
1,서울경기,2014-08-17,2.6,4.8,이천,2.1,이천,
1,서울경기,2014-08-16,0,0,수원,0,수원,
1,서울경기,2014-08-15,0,0.2,이천,0.2,이천,
1,서울경기,2014-08-14,2.2,9,양평,3.5,양평,
1,서울경기,2014-08-13,0.4,9.5,파주,8,파주,
1,서울경기,2014-08-12,0,,,,,
1,서울경기,2014-08-11,0,,,,,
1,서울경기,2014-08-10,42.2,46,양평,32.5,강화,
1,서울경기,2014-08-09,0,,,,,
1,서울경기,2014-08-08,0,,,,,
1,서울경기,2014-08-07,0.2,22.7,동두천,22.7,동두천,
1,서울경기,2014-08-06,12.3,26.5,수원,11.7,수원,
1,서울경기,2014-08-05,0,2,양평,1.8,양평,
1,서울경기,2014-08-04,4.1,6.5,서울,3.5,파주,
1,서울경기,2014-08-03,17.8,29.4,수원,7.2,수원,
1,서울경기,2014-08-02,0.7,1.5,강화,1.5,강화,
1,서울경기,2014-08-01,0,,,,,
1,서울경기,2014-07-31,0.7,15.4,이천,15.4,이천,
1,서울경기,2014-07-30,0,5,백령도,3,백령도,
1,서울경기,2014-07-29,0.1,3.7,이천,1.9,이천,
1,서울경기,2014-07-28,0,,,,,
1,서울경기,2014-07-27,0,,,,,
1,서울경기,2014-07-26,3.4,8.5,강화,5,강화,
1,서울경기,2014-07-25,41,91.5,백령도,34.5,백령도,서울,
1,서울경기,2014-07-24,46.8,66.1,인천,26.2,인천,
1,서울경기,2014-07-23,43.3,55,서울,22.3,수원,
1,서울경기,2014-07-22,15.2,26,강화,15.5,서울,
1,서울경기,2014-07-21,0,,,,,
1,서울경기,2014-07-20,0,,,,,
1,서울경기,2014-07-19,0,0.7,이천,0.7,이천,
1,서울경기,2014-07-18,29.7,114.8,수원,48.1,수원,
1,서울경기,2014-07-17,0.5,1.9,수원,1.9,수원,
1,서울경기,2014-07-16,0,0.3,백령도,0.2,백령도,
1,서울경기,2014-07-15,0,17.4,동두천,9.8,동두천,
1,서울경기,2014-07-14,0,,,,,
1,서울경기,2014-07-13,0,0.3,이천,0.2,이천,
1,서울경기,2014-07-12,0,0.2,백령도,0.2,백령도,
1,서울경기,2014-07-11,0,,,,,
1,서울경기,2014-07-10,0,,,,,
1,서울경기,2014-07-09,7.2,17.8,인천,17.2,인천,
1,서울경기,2014-07-08,2.2,7.2,수원,6.1,수원,
1,서울경기,2014-07-07,0,,,,,
1,서울경기,2014-07-06,0,,,,,
1,서울경기,2014-07-05,0,,,,,
1,서울경기,2014-07-04,0,,,,,
1,서울경기,2014-07-03,16.2,58.4,인천,26.8,인천,
1,서울경기,2014-07-02,10,37.4,동두천,33.1,동두천,
1,서울경기,2014-07-01,0,,,,,
1,서울경기,2014-06-30,0,,,,,
1,서울경기,2014-06-29,0,,,,,
1,서울경기,2014-06-28,0,5.5,동두천,5.3,동두천,
1,서울경기,2014-06-27,0,0.1,백령도,0.1,백령도,
1,서울경기,2014-06-26,0,,,,,
1,서울경기,2014-06-25,0,,,,,
1,서울경기,2014-06-24,0,2.1,이천,2.1,이천,
1,서울경기,2014-06-23,6.7,24.5,서울,16,양평,
1,서울경기,2014-06-22,0.1,5,백령도,5,백령도,
1,서울경기,2014-06-21,5.7,46,양평,35.5,양평,
1,서울경기,2014-06-20,1,6,양평,6,양평,
1,서울경기,2014-06-19,0,0.3,파주,0.2,동두천,
1,서울경기,2014-06-18,0,0.4,이천,0.4,이천,
1,서울경기,2014-06-17,0.9,21.9,동두천,21.4,동두천,
1,서울경기,2014-06-16,0,,,,,
1,서울경기,2014-06-15,0,,,,,
1,서울경기,2014-06-14,0,,,,,
1,서울경기,2014-06-13,0,3.9,동두천,3.8,동두천,
1,서울경기,2014-06-12,0.1,0.2,인천,0.2,인천,
1,서울경기,2014-06-11,11.4,24.7,동두천,22.3,동두천,
1,서울경기,2014-06-10,6.3,30.2,파주,29.4,파주,
1,서울경기,2014-06-09,0,,,,,
1,서울경기,2014-06-08,0,0.2,백령도,0.2,백령도,
1,서울경기,2014-06-07,0,0,백령도,0,백령도,
1,서울경기,2014-06-06,0,,,,,
1,서울경기,2014-06-05,0,,,,,
1,서울경기,2014-06-04,0,,,,,
1,서울경기,2014-06-03,30,41.8,수원,12.2,수원,
1,서울경기,2014-06-02,3.4,4.6,수원,2.1,파주,수원,
1,서울경기,2014-06-01,0,,,,,
1,서울경기,2014-05-31,0,0.1,백령도,0.1,백령도,
1,서울경기,2014-05-30,0,,,,,
1,서울경기,2014-05-29,0,,,,,
1,서울경기,2014-05-28,0,,,,,
1,서울경기,2014-05-27,0,,,,,
1,서울경기,2014-05-26,1.1,3.2,이천,2.5,양평,이천,
1,서울경기,2014-05-25,18.8,24.9,파주,8.5,서울,
1,서울경기,2014-05-24,0,0.3,백령도,0.2,백령도,
1,서울경기,2014-05-23,0,,,,,
1,서울경기,2014-05-22,0,,,,,
1,서울경기,2014-05-21,0,0,강화,,,
1,서울경기,2014-05-20,0,0,백령도,0,백령도,
1,서울경기,2014-05-19,0,,,,,
1,서울경기,2014-05-18,0,,,,,
1,서울경기,2014-05-17,0,,,,,
1,서울경기,2014-05-16,0,0,백령도,0,백령도,
1,서울경기,2014-05-15,0.2,0.8,동두천,0.7,동두천,파주,
1,서울경기,2014-05-14,0,,,,,
1,서울경기,2014-05-13,0,,,,,
1,서울경기,2014-05-12,12.4,17,양평,8,강화,
1,서울경기,2014-05-11,32.5,47,강화,13.7,이천,
1,서울경기,2014-05-10,0,,,,,
1,서울경기,2014-05-09,0,,,,,
1,서울경기,2014-05-08,3.8,15,동두천,11,동두천,
