지역번호,지역명,일시,평균일강수량(mm),최다일강수량(mm),최다강수량지점,1시간최다강수량(mm),1시간최다강수량지점
1,서울경기,2010-02-09,10.8,18,수원,,,
1,서울경기,2010-02-08,0.1,1.5,백령도,,,
1,서울경기,2010-02-07,0,0,백령도,,,
1,서울경기,2010-02-06,0,,,,,
1,서울경기,2010-02-05,0,,,,,
1,서울경기,2010-02-04,0,0.1,백령도,인천,,,
1,서울경기,2010-02-03,0,0.4,백령도,,,
1,서울경기,2010-02-02,0,,,,,
1,서울경기,2010-02-01,0,,,,,
1,서울경기,2010-01-31,0.1,0.4,강화,,,
1,서울경기,2010-01-30,0,,,,,
1,서울경기,2010-01-29,0,0.1,강화,,,
1,서울경기,2010-01-28,0,0,동두천,이천,,,
1,서울경기,2010-01-27,2.9,4.6,이천,,,
1,서울경기,2010-01-26,0,,,,,
1,서울경기,2010-01-25,0,0.1,양평,,,
1,서울경기,2010-01-24,0,0,동두천,파주,인천,이천,,,
1,서울경기,2010-01-23,0,0,백령도,,,
1,서울경기,2010-01-22,0,0.1,백령도,,,
1,서울경기,2010-01-21,0.8,3,양평,,,
1,서울경기,2010-01-20,6.3,10,이천,,,
1,서울경기,2010-01-19,2.3,3.5,동두천,파주,,,
1,서울경기,2010-01-18,0,,,,,
1,서울경기,2010-01-17,0,,,,,
1,서울경기,2010-01-16,0,,,,,
1,서울경기,2010-01-15,0.3,0.6,수원,,,
1,서울경기,2010-01-14,0,0.2,백령도,,,
1,서울경기,2010-01-13,0,0.3,백령도,,,
1,서울경기,2010-01-12,0,1.1,백령도,,,
1,서울경기,2010-01-11,0,,,,,
1,서울경기,2010-01-10,0,0.2,백령도,,,
1,서울경기,2010-01-09,0.3,3,백령도,,,
1,서울경기,2010-01-08,0,,,,,
1,서울경기,2010-01-07,0,0.2,백령도,,,
1,서울경기,2010-01-06,0,0.3,백령도,,,
1,서울경기,2010-01-05,0,0.1,백령도,수원,,,
1,서울경기,2010-01-04,12,17.8,이천,,,
1,서울경기,2010-01-03,0,3,백령도,,,
1,서울경기,2010-01-02,0.6,4,동두천,,,
1,서울경기,2010-01-01,0,1,백령도,,,
1,서울경기,2009-12-31,0,0,백령도,,,
1,서울경기,2009-12-30,0.1,1,동두천,,,
1,서울경기,2009-12-29,0.5,3.4,백령도,,,
1,서울경기,2009-12-28,0,0.1,백령도,,,
1,서울경기,2009-12-27,1.7,2.2,동두천,서울,수원,,,
1,서울경기,2009-12-26,0,0.4,백령도,,,
1,서울경기,2009-12-25,1.5,2,수원,,,
1,서울경기,2009-12-24,0,,,,,
1,서울경기,2009-12-23,0.5,1,서울,,,
1,서울경기,2009-12-22,0,0,동두천,파주,인천,수원,,,
1,서울경기,2009-12-21,0,0,백령도,,,
1,서울경기,2009-12-20,0,0.1,인천,,,
1,서울경기,2009-12-19,0,2.7,백령도,,,
1,서울경기,2009-12-18,0,0.5,백령도,,,
1,서울경기,2009-12-17,0,0.1,백령도,,,
1,서울경기,2009-12-16,0,0.1,백령도,,,
1,서울경기,2009-12-15,0,0,백령도,,,
1,서울경기,2009-12-14,0,,,,,
1,서울경기,2009-12-13,0,,,,,
1,서울경기,2009-12-12,0,0,수원,이천,,,
1,서울경기,2009-12-11,0.5,1.5,동두천,파주,,,
1,서울경기,2009-12-10,2,7.5,이천,,,
1,서울경기,2009-12-09,0,0.5,백령도,,,
1,서울경기,2009-12-08,0.2,3.5,백령도,,,
1,서울경기,2009-12-07,0,,,,,
1,서울경기,2009-12-06,0,,,,,
1,서울경기,2009-12-05,12.8,19.5,강화,,,
1,서울경기,2009-12-04,0,1.5,백령도,,,
1,서울경기,2009-12-03,1.1,3,강화,,,
1,서울경기,2009-12-02,0,0.4,백령도,,,
1,서울경기,2009-12-01,0,,,,,
1,서울경기,2009-11-30,0,0,이천,,,
1,서울경기,2009-11-29,2.9,7.5,이천,,,
1,서울경기,2009-11-28,0,,,,,
1,서울경기,2009-11-27,0,,,,,
1,서울경기,2009-11-26,0,,,,,
1,서울경기,2009-11-25,3.3,6,백령도,,,
1,서울경기,2009-11-24,0,,,,,
1,서울경기,2009-11-23,0,0,동두천,,,
1,서울경기,2009-11-22,2.1,5.5,인천,,,
1,서울경기,2009-11-21,0,0,이천,,,
1,서울경기,2009-11-20,0.5,1,백령도,수원,,,
1,서울경기,2009-11-19,0.1,1.5,백령도,,,
1,서울경기,2009-11-18,0,0.4,백령도,,,
1,서울경기,2009-11-17,0,0,백령도,,,
1,서울경기,2009-11-16,0,0,백령도,,,
1,서울경기,2009-11-15,0,0.1,백령도,,,
1,서울경기,2009-11-14,0,0,동두천,파주,백령도,,,
1,서울경기,2009-11-13,2,6.5,백령도,,,
1,서울경기,2009-11-12,0,0.5,백령도,,,
1,서울경기,2009-11-11,0,,,,,
1,서울경기,2009-11-10,0,0,백령도,,,
1,서울경기,2009-11-09,0,,,,,
1,서울경기,2009-11-08,46.3,134.5,파주,,,
1,서울경기,2009-11-07,1.9,4.5,서울,,,
1,서울경기,2009-11-06,0.1,0.2,인천,이천,,,
1,서울경기,2009-11-05,0.5,1.5,수원,,,
1,서울경기,2009-11-04,0,0.1,파주,,,
1,서울경기,2009-11-03,0,0,파주,백령도,,,
1,서울경기,2009-11-02,0,0,백령도,,,
1,서울경기,2009-11-01,3.4,6.5,이천,,,
1,서울경기,2009-10-31,22.1,34,백령도,10.5,수원,이천,
1,서울경기,2009-10-30,0,,,,,
1,서울경기,2009-10-29,0,,,,,
1,서울경기,2009-10-28,0,,,,,
1,서울경기,2009-10-27,0,,,,,
1,서울경기,2009-10-26,0,0,동두천,0,동두천,
1,서울경기,2009-10-25,0,,,,,
1,서울경기,2009-10-24,0,,,,,
1,서울경기,2009-10-23,3.9,9,동두천,강화,9,동두천,강화,
1,서울경기,2009-10-22,0,0,파주,강화,0,파주,강화,
1,서울경기,2009-10-21,0,1.5,동두천,1.5,동두천,
1,서울경기,2009-10-20,0,,,,,
1,서울경기,2009-10-19,13.8,18.5,인천,18.5,인천,
1,서울경기,2009-10-18,0,0,백령도,0,백령도,
1,서울경기,2009-10-17,14.1,28.5,파주,12.5,수원,
1,서울경기,2009-10-16,10.1,21.5,강화,11.5,인천,
1,서울경기,2009-10-15,0,,,,,
1,서울경기,2009-10-14,0.2,2,동두천,파주,1.5,동두천,
1,서울경기,2009-10-13,11.3,19.5,백령도,7.5,수원,
1,서울경기,2009-10-12,0,,,,,
1,서울경기,2009-10-11,0,,,,,
1,서울경기,2009-10-10,0,,,,,
1,서울경기,2009-10-09,0,0,파주,백령도,0,파주,백령도,
1,서울경기,2009-10-08,0,,,,,
1,서울경기,2009-10-07,0,,,,,
1,서울경기,2009-10-06,0,,,,,
1,서울경기,2009-10-05,0,,,,,
1,서울경기,2009-10-04,0,0.5,양평,0.5,양평,
1,서울경기,2009-10-03,1.3,4,서울,3,서울,
1,서울경기,2009-10-02,0,,,,,
1,서울경기,2009-10-01,0,,,,,
1,서울경기,2009-09-30,0,,,,,
1,서울경기,2009-09-29,0.3,1,서울,1,서울,
1,서울경기,2009-09-28,2,9.5,이천,3,이천,
1,서울경기,2009-09-27,0.8,6.5,이천,3,이천,
1,서울경기,2009-09-26,0,,,,,
1,서울경기,2009-09-25,0,,,,,
1,서울경기,2009-09-24,0,,,,,
1,서울경기,2009-09-23,0,,,,,
1,서울경기,2009-09-22,0,,,,,
1,서울경기,2009-09-21,17.4,30.5,서울,12,인천,
1,서울경기,2009-09-20,0,,,,,
1,서울경기,2009-09-19,0,,,,,
1,서울경기,2009-09-18,0,,,,,
1,서울경기,2009-09-17,0,,,,,
1,서울경기,2009-09-16,0,,,,,
1,서울경기,2009-09-15,0,,,,,
1,서울경기,2009-09-14,0,0,수원,0,수원,
1,서울경기,2009-09-13,0,,,,,
1,서울경기,2009-09-12,28.8,47.5,강화,30.5,강화,
1,서울경기,2009-09-11,8.3,17.5,인천,13.5,인천,
1,서울경기,2009-09-10,0,,,,,
1,서울경기,2009-09-09,0,,,,,
1,서울경기,2009-09-08,0,,,,,
1,서울경기,2009-09-07,0.2,1,양평,이천,0.5,인천,양평,이천,
1,서울경기,2009-09-06,0,0.2,백령도,0.2,백령도,
1,서울경기,2009-09-05,0,,,,,
1,서울경기,2009-09-04,0,,,,,
1,서울경기,2009-09-03,0,,,,,
1,서울경기,2009-09-02,0,,,,,
1,서울경기,2009-09-01,0,,,,,
1,서울경기,2009-08-31,0,,,,,
1,서울경기,2009-08-30,5.3,6.5,서울,2,수원,
1,서울경기,2009-08-29,0,,,,,
1,서울경기,2009-08-28,0,,,,,
1,서울경기,2009-08-27,19.5,39.5,파주,11,인천,
1,서울경기,2009-08-26,11.2,121.5,백령도,59.5,백령도,
1,서울경기,2009-08-25,2.3,9,서울,9,서울,
1,서울경기,2009-08-24,0,,,,,
1,서울경기,2009-08-23,0,,,,,
1,서울경기,2009-08-22,0,0,백령도,서울,인천,수원,0,백령도,서울,인천,수원,
1,서울경기,2009-08-21,0,,,,,
1,서울경기,2009-08-20,11.8,32,이천,26,양평,
1,서울경기,2009-08-19,0.4,8,백령도,6.8,백령도,
1,서울경기,2009-08-18,0,1,파주,1,파주,
1,서울경기,2009-08-17,0.1,0.2,서울,0.2,서울,
1,서울경기,2009-08-16,0,,,,,
1,서울경기,2009-08-15,0,,,,,
1,서울경기,2009-08-14,0,,,,,
1,서울경기,2009-08-13,0,,,,,
1,서울경기,2009-08-12,110.3,233.5,동두천,52.5,파주,
1,서울경기,2009-08-11,117.8,151.5,강화,54.5,동두천,
1,서울경기,2009-08-10,0,,,,,
1,서울경기,2009-08-09,1,4,인천,4,인천,
1,서울경기,2009-08-08,0.3,16.5,이천,10,이천,
1,서울경기,2009-08-07,2.9,14,양평,7.5,양평,
1,서울경기,2009-08-06,0.6,2,이천,1.8,이천,
1,서울경기,2009-08-05,0,,,,,
1,서울경기,2009-08-04,0,6.5,파주,6.5,파주,
1,서울경기,2009-08-03,0,17.5,파주,15.5,파주,
1,서울경기,2009-08-02,0.4,3.5,동두천,3.5,동두천,
1,서울경기,2009-08-01,5.4,21.5,서울,21.5,서울,
1,서울경기,2009-07-31,0,17,양평,17,양평,
1,서울경기,2009-07-30,0,,,,,
1,서울경기,2009-07-29,0,0.5,파주,0.5,파주,
1,서울경기,2009-07-28,13.2,52,강화,40,강화,
1,서울경기,2009-07-27,0.1,1.5,동두천,1.5,동두천,
1,서울경기,2009-07-26,2.6,10.5,서울,10.5,서울,
1,서울경기,2009-07-25,13.6,29,수원,12.5,수원,
1,서울경기,2009-07-24,7.2,14,인천,13.5,인천,
1,서울경기,2009-07-23,0,,,,,
1,서울경기,2009-07-22,0,,,,,
1,서울경기,2009-07-21,0.1,1,이천,1,이천,
1,서울경기,2009-07-20,0.6,1.5,수원,1.5,수원,
1,서울경기,2009-07-19,0,0.5,이천,0.5,이천,
1,서울경기,2009-07-18,11.9,54.5,이천,28.5,이천,
1,서울경기,2009-07-17,62.1,101.5,수원,55,수원,
1,서울경기,2009-07-16,0,0.2,백령도,0.1,백령도,
1,서울경기,2009-07-15,0,,,,,
1,서울경기,2009-07-14,121.1,169.6,양평,35,동두천,
1,서울경기,2009-07-13,9.8,18,인천,18.5,인천,
1,서울경기,2009-07-12,148,304,이천,50,이천,
1,서울경기,2009-07-11,1.5,21,백령도,6.5,백령도,
1,서울경기,2009-07-10,0,0.1,강화,0.1,강화,
1,서울경기,2009-07-09,148.5,190,서울,43.5,서울,
1,서울경기,2009-07-08,0.1,0.5,인천,0.7,인천,
1,서울경기,2009-07-07,1,4.5,이천,3.5,동두천,
1,서울경기,2009-07-06,0.3,1,서울,1,서울,
1,서울경기,2009-07-05,0,,,,,
1,서울경기,2009-07-04,0.8,3,서울,3,서울,
1,서울경기,2009-07-03,0.1,4.5,동두천,4.4,동두천,
1,서울경기,2009-07-02,38,96.5,서울,50.5,서울,
1,서울경기,2009-07-01,0,,,,,
1,서울경기,2009-06-30,1.4,4.5,강화,4,강화,
1,서울경기,2009-06-29,21.4,37.5,수원,28.5,수원,
1,서울경기,2009-06-28,0.3,2.5,파주,2.5,파주,
1,서울경기,2009-06-27,0,0.1,백령도,0.1,백령도,
1,서울경기,2009-06-26,0,,,,,
1,서울경기,2009-06-25,0,0,동두천,0,동두천,
1,서울경기,2009-06-24,0,,,,,
1,서울경기,2009-06-23,0,,,,,
1,서울경기,2009-06-22,0,0,파주,인천,0,파주,인천,
1,서울경기,2009-06-21,0.5,0.5,동두천,백령도,서울,인천,0.5,동두천,인천,수원,강화,
1,서울경기,2009-06-20,49.5,55.5,강화,15.5,인천,
1,서울경기,2009-06-19,0,1.5,백령도,1,백령도,
1,서울경기,2009-06-18,0,,,,,
1,서울경기,2009-06-17,0,0.4,백령도,0.2,파주,백령도,
1,서울경기,2009-06-16,0.3,1,인천,1,인천,
1,서울경기,2009-06-15,0,5,양평,5,양평,
1,서울경기,2009-06-14,0,2,양평,7,양평,
1,서울경기,2009-06-13,0,,,,,
1,서울경기,2009-06-12,0.6,1,동두천,서울,1,동두천,서울,
1,서울경기,2009-06-11,0.4,2,동두천,2,동두천,
1,서울경기,2009-06-10,14.4,19,수원,11,서울,
1,서울경기,2009-06-09,22.1,42,파주,12,백령도,
1,서울경기,2009-06-08,0,0,백령도,0,백령도,
1,서울경기,2009-06-07,0,0.3,동두천,0.2,동두천,파주,백령도,
1,서울경기,2009-06-06,0,,,,,
1,서울경기,2009-06-05,0,,,,,
1,서울경기,2009-06-04,0,,,,,
1,서울경기,2009-06-03,6.3,24.5,동두천,10,강화,
1,서울경기,2009-06-02,1.9,10,양평,7.5,양평,
1,서울경기,2009-06-01,0,,,,,
1,서울경기,2009-05-31,0,,,,,
1,서울경기,2009-05-30,0,,,,,
1,서울경기,2009-05-29,0,,,,,
1,서울경기,2009-05-28,0,,,,,
1,서울경기,2009-05-27,0,,,,,
1,서울경기,2009-05-26,0,,,,,
1,서울경기,2009-05-25,0,,,,,
1,서울경기,2009-05-24,0,0,수원,0,수원,
1,서울경기,2009-05-23,1.6,4.5,동두천,2.5,동두천,
1,서울경기,2009-05-22,0.3,0.5,동두천,서울,수원,0.5,동두천,수원,
1,서울경기,2009-05-21,41,52,인천,13,인천,
1,서울경기,2009-05-20,0,0,인천,수원,0,인천,수원,
1,서울경기,2009-05-19,0,,,,,
1,서울경기,2009-05-18,0,,,,,
1,서울경기,2009-05-17,3.5,6,이천,3,이천,
1,서울경기,2009-05-16,24.9,70,이천,10,이천,
1,서울경기,2009-05-15,1.3,2.5,백령도,1,백령도,수원,
1,서울경기,2009-05-14,0,,,,,
1,서울경기,2009-05-13,0,,,,,
1,서울경기,2009-05-12,7.1,12,동두천,5,수원,
1,서울경기,2009-05-11,43.9,80,파주,11,백령도,
1,서울경기,2009-05-10,0,6.5,백령도,4,백령도,
1,서울경기,2009-05-09,0,0,백령도,0,백령도,
1,서울경기,2009-05-08,0,,,,,
1,서울경기,2009-05-07,0,,,,,
1,서울경기,2009-05-06,0,,,,,
1,서울경기,2009-05-05,0,0,동두천,0,동두천,
1,서울경기,2009-05-04,0,,,,,
1,서울경기,2009-05-03,0.1,0.5,강화,0.5,강화,
1,서울경기,2009-05-02,2.1,5.5,백령도,강화,5,강화,
1,서울경기,2009-05-01,0,,,,,
1,서울경기,2009-04-30,0,,,,,
1,서울경기,2009-04-29,0,,,,,
1,서울경기,2009-04-28,0.1,1,동두천,파주,1,동두천,파주,
1,서울경기,2009-04-27,0.2,5.5,동두천,5.5,동두천,
1,서울경기,2009-04-26,0,0.1,양평,이천,0.1,양평,이천,
1,서울경기,2009-04-25,3.4,10.5,서울,3,파주,서울,
1,서울경기,2009-04-24,6.6,9,강화,3.5,백령도,
1,서울경기,2009-04-23,0,,,,,
1,서울경기,2009-04-22,0,,,,,
1,서울경기,2009-04-21,1.5,3,서울,1.5,파주,서울,강화,
1,서울경기,2009-04-20,35.8,52.5,파주,9.5,서울,이천,
1,서울경기,2009-04-19,0,,,,,
1,서울경기,2009-04-18,0,,,,,
1,서울경기,2009-04-17,0,,,,,
1,서울경기,2009-04-16,0,,,,,
1,서울경기,2009-04-15,7.3,10.5,수원,5.5,수원,
1,서울경기,2009-04-14,0,0.3,백령도,0.1,백령도,
1,서울경기,2009-04-13,0,0.4,백령도,0.1,백령도,
1,서울경기,2009-04-12,0,0,백령도,0,백령도,
1,서울경기,2009-04-11,0,,,,,
1,서울경기,2009-04-10,0,,,,,
1,서울경기,2009-04-09,0,,,,,
1,서울경기,2009-04-08,0,,,,,
1,서울경기,2009-04-07,0,,,,,
1,서울경기,2009-04-06,0,,,,,
1,서울경기,2009-04-05,0,,,,,
1,서울경기,2009-04-04,0,0.1,백령도,0.1,백령도,
1,서울경기,2009-04-03,0,,,,,
1,서울경기,2009-04-02,0,,,,,
1,서울경기,2009-04-01,0,,,,,
1,서울경기,2009-03-31,0,0,파주,서울,이천,,,
1,서울경기,2009-03-30,0,0.3,이천,,,
1,서울경기,2009-03-29,0,,,,,
1,서울경기,2009-03-28,0,,,,,
1,서울경기,2009-03-27,0,,,,,
1,서울경기,2009-03-26,3.1,11,양평,,,
1,서울경기,2009-03-25,0,0,동두천,,,
1,서울경기,2009-03-24,0,0,파주,인천,이천,,,
1,서울경기,2009-03-23,0,,,,,
1,서울경기,2009-03-22,8.9,13.5,양평,,,
1,서울경기,2009-03-21,12,15,수원,,,
1,서울경기,2009-03-20,0,,,,,
1,서울경기,2009-03-19,0.5,1,파주,인천,,,
1,서울경기,2009-03-18,0,,,,,
1,서울경기,2009-03-17,0,,,,,
1,서울경기,2009-03-16,0,,,,,
1,서울경기,2009-03-15,0,0.2,동두천,,,
1,서울경기,2009-03-14,0,,,,,
1,서울경기,2009-03-13,18.5,23,파주,,,
1,서울경기,2009-03-12,3.1,5,인천,,,
1,서울경기,2009-03-11,0,,,,,
1,서울경기,2009-03-10,0,,,,,
1,서울경기,2009-03-09,0,,,,,
1,서울경기,2009-03-08,0,,,,,
1,서울경기,2009-03-07,0,,,,,
1,서울경기,2009-03-06,0,,,,,
1,서울경기,2009-03-05,10.9,13.5,강화,,,
1,서울경기,2009-03-04,0,,,,,
1,서울경기,2009-03-03,5,6.5,서울,수원,,,
1,서울경기,2009-03-02,0,,,,,
1,서울경기,2009-03-01,0,,,,,
1,서울경기,2009-02-28,0,,,,,
1,서울경기,2009-02-27,0,,,,,
1,서울경기,2009-02-26,0,,,,,
1,서울경기,2009-02-25,0,0,동두천,파주,서울,인천,,,
1,서울경기,2009-02-24,0.6,2.5,동두천,,,
1,서울경기,2009-02-23,0,,,,,
1,서울경기,2009-02-22,0.1,0.2,강화,,,
1,서울경기,2009-02-21,0,,,,,
1,서울경기,2009-02-20,0.6,1,서울,,,
1,서울경기,2009-02-19,0.2,0.5,이천,,,
1,서울경기,2009-02-18,0,0.1,백령도,,,
1,서울경기,2009-02-17,0,,,,,
1,서울경기,2009-02-16,0,,,,,
1,서울경기,2009-02-15,0.3,0.7,인천,,,
1,서울경기,2009-02-14,0,,,,,
1,서울경기,2009-02-13,27.9,39,양평,,,
1,서울경기,2009-02-12,0.2,1.5,동두천,파주,,,
1,서울경기,2009-02-11,0,0.1,양평,,,
1,서울경기,2009-02-10,0,0,동두천,파주,서울,수원,,,
1,서울경기,2009-02-09,0,,,,,
1,서울경기,2009-02-08,0,,,,,
1,서울경기,2009-02-07,0,,,,,
1,서울경기,2009-02-06,0,,,,,
1,서울경기,2009-02-05,0.1,0.4,백령도,,,
1,서울경기,2009-02-04,0,,,,,
1,서울경기,2009-02-03,0,,,,,
1,서울경기,2009-02-02,0,0,백령도,,,
1,서울경기,2009-02-01,0,,,,,
1,서울경기,2009-01-31,0,,,,,
1,서울경기,2009-01-30,0,,,,,
1,서울경기,2009-01-29,0,,,,,
1,서울경기,2009-01-28,0,,,,,
1,서울경기,2009-01-27,0,0.1,양평,,,
1,서울경기,2009-01-26,0.1,0.5,수원,양평,,,
1,서울경기,2009-01-25,0.3,0.7,동두천,,,
1,서울경기,2009-01-24,2.9,4.8,수원,,,
1,서울경기,2009-01-23,0,0.4,백령도,,,
1,서울경기,2009-01-22,0,0,동두천,파주,서울,인천,,,
1,서울경기,2009-01-21,0,0,동두천,파주,서울,인천,,,
1,서울경기,2009-01-20,0,,,,,
1,서울경기,2009-01-19,0,,,,,
1,서울경기,2009-01-18,0,1,이천,,,
1,서울경기,2009-01-17,0,,,,,
1,서울경기,2009-01-16,1.5,3.3,서울,,,
1,서울경기,2009-01-15,0,0.2,백령도,,,
1,서울경기,2009-01-14,0.5,1.8,수원,,,
1,서울경기,2009-01-13,0,0,백령도,인천,수원,,,
1,서울경기,2009-01-12,0,0,백령도,수원,,,
1,서울경기,2009-01-11,0,0,백령도,,,
1,서울경기,2009-01-10,0,0,백령도,,,
1,서울경기,2009-01-09,0,0,백령도,,,
1,서울경기,2009-01-08,0,,,,,
1,서울경기,2009-01-07,0,,,,,
1,서울경기,2009-01-06,0,,,,,
1,서울경기,2009-01-05,0,,,,,
1,서울경기,2009-01-04,0,,,,,
1,서울경기,2009-01-03,0,,,,,
1,서울경기,2009-01-02,0,,,,,
1,서울경기,2009-01-01,0,,,,,
1,서울경기,2008-12-31,0,0,백령도,,,
1,서울경기,2008-12-30,0,0,백령도,수원,이천,,,
1,서울경기,2008-12-29,0.4,0.5,서울,수원,,,
1,서울경기,2008-12-28,0,,,,,
1,서울경기,2008-12-27,0,0,백령도,,,
1,서울경기,2008-12-26,0,,,,,
1,서울경기,2008-12-25,0,0,동두천,백령도,서울,수원,,,
1,서울경기,2008-12-24,0,0.1,수원,,,
1,서울경기,2008-12-23,0.5,1,이천,,,
1,서울경기,2008-12-22,0.4,0.9,인천,,,
1,서울경기,2008-12-21,0,0.5,양평,,,
1,서울경기,2008-12-20,6.8,11,파주,,,
1,서울경기,2008-12-19,0.7,2.5,강화,,,
1,서울경기,2008-12-18,0,,,,,
1,서울경기,2008-12-17,0.3,3.5,이천,,,
1,서울경기,2008-12-16,0,,,,,
1,서울경기,2008-12-15,0,,,,,
1,서울경기,2008-12-14,0,0,백령도,,,
1,서울경기,2008-12-13,0,,,,,
1,서울경기,2008-12-12,0,,,,,
1,서울경기,2008-12-11,2.1,5,양평,,,
1,서울경기,2008-12-10,0,0.1,강화,,,
1,서울경기,2008-12-09,0.5,2,양평,,,
1,서울경기,2008-12-08,4.7,13,동두천,,,
1,서울경기,2008-12-07,2.6,7,강화,,,
1,서울경기,2008-12-06,0,1,백령도,,,
1,서울경기,2008-12-05,0,0.9,백령도,,,
1,서울경기,2008-12-04,3.1,7,이천,,,
1,서울경기,2008-12-03,0,,,,,
1,서울경기,2008-12-02,0.7,2.5,서울,,,
1,서울경기,2008-12-01,0.1,0.4,동두천,강화,,,
1,서울경기,2008-11-30,0,,,,,
1,서울경기,2008-11-29,1.8,5.5,수원,,,
1,서울경기,2008-11-28,0.1,4,양평,,,
1,서울경기,2008-11-27,14.4,21.5,강화,,,
1,서울경기,2008-11-26,0,1,백령도,,,
1,서울경기,2008-11-25,0.2,1.5,백령도,,,
1,서울경기,2008-11-24,0,,,,,
1,서울경기,2008-11-23,0,,,,,
1,서울경기,2008-11-22,0,,,,,
1,서울경기,2008-11-21,0.4,1.5,수원,,,
1,서울경기,2008-11-20,0.9,2,인천,,,
1,서울경기,2008-11-19,0,0,백령도,,,
1,서울경기,2008-11-18,0,0.6,백령도,,,
1,서울경기,2008-11-17,0,0.5,백령도,,,
1,서울경기,2008-11-16,0,,,,,
1,서울경기,2008-11-15,2.9,15,백령도,,,
1,서울경기,2008-11-14,0,,,,,
1,서울경기,2008-11-13,0,,,,,
1,서울경기,2008-11-12,0,,,,,
1,서울경기,2008-11-11,0,,,,,
1,서울경기,2008-11-10,0,,,,,
1,서울경기,2008-11-09,0.4,1.5,서울,,,
1,서울경기,2008-11-08,0,,,,,
1,서울경기,2008-11-07,0,,,,,
1,서울경기,2008-11-06,0,0.1,동두천,,,
1,서울경기,2008-11-05,0,,,,,
1,서울경기,2008-11-04,0,,,,,
1,서울경기,2008-11-03,0,0.1,강화,,,
1,서울경기,2008-11-02,0,,,,,
1,서울경기,2008-11-01,0,,,,,
1,서울경기,2008-10-31,18.9,29,인천,20,백령도,
1,서울경기,2008-10-30,0,0,서울,인천,0,서울,인천,
1,서울경기,2008-10-29,0.1,0.5,강화,0.5,강화,
1,서울경기,2008-10-28,0,,,,,
1,서울경기,2008-10-27,0,,,,,
1,서울경기,2008-10-26,0,,,,,
1,서울경기,2008-10-25,3.1,10,동두천,5.5,동두천,
1,서울경기,2008-10-24,0.3,0.5,강화,0.5,강화,
1,서울경기,2008-10-23,10.5,18.5,인천,13.5,인천,
1,서울경기,2008-10-22,5.3,20.5,이천,4.5,이천,
1,서울경기,2008-10-21,0,,,,,
1,서울경기,2008-10-20,0,,,,,
1,서울경기,2008-10-19,0,,,,,
1,서울경기,2008-10-18,0,,,,,
1,서울경기,2008-10-17,0,,,,,
1,서울경기,2008-10-16,0,,,,,
1,서울경기,2008-10-15,0,,,,,
1,서울경기,2008-10-14,0,,,,,
1,서울경기,2008-10-13,0,,,,,
1,서울경기,2008-10-12,0,,,,,
1,서울경기,2008-10-11,0,,,,,
1,서울경기,2008-10-10,0.9,3,수원,3,수원,
1,서울경기,2008-10-09,0,,,,,
1,서울경기,2008-10-08,0,,,,,
1,서울경기,2008-10-07,0,,,,,
1,서울경기,2008-10-06,0,,,,,
1,서울경기,2008-10-05,0,,,,,
1,서울경기,2008-10-04,0,,,,,
1,서울경기,2008-10-03,0,,,,,
1,서울경기,2008-10-02,0,,,,,
1,서울경기,2008-10-01,0,,,,,
1,서울경기,2008-09-30,0,,,,,
1,서울경기,2008-09-29,0,,,,,
1,서울경기,2008-09-28,0,,,,,
1,서울경기,2008-09-27,0,,,,,
1,서울경기,2008-09-26,0,,,,,
1,서울경기,2008-09-25,7.6,12,백령도,7.5,인천,
1,서울경기,2008-09-24,0,0.5,파주,0.5,파주,
1,서울경기,2008-09-23,0.1,3.5,이천,3.5,이천,
1,서울경기,2008-09-22,4.6,8,파주,5,동두천,파주,
1,서울경기,2008-09-21,0.1,0.5,강화,0.4,강화,
1,서울경기,2008-09-20,12.9,44,이천,19,이천,
1,서울경기,2008-09-19,0,,,,,
1,서울경기,2008-09-18,0,,,,,
1,서울경기,2008-09-17,0,,,,,
1,서울경기,2008-09-16,0,,,,,
1,서울경기,2008-09-15,0,0.1,양평,0.1,양평,
1,서울경기,2008-09-14,0,,,,,
1,서울경기,2008-09-13,0,,,,,
1,서울경기,2008-09-12,0.4,1.5,파주,강화,1.5,강화,
1,서울경기,2008-09-11,1.3,17,백령도,8.5,백령도,
1,서울경기,2008-09-10,0,,,,,
1,서울경기,2008-09-09,0,,,,,
1,서울경기,2008-09-08,0,,,,,
1,서울경기,2008-09-07,0,,,,,
1,서울경기,2008-09-06,0,0.4,이천,0.2,이천,
1,서울경기,2008-09-05,0.1,0.5,양평,0.2,서울,양평,
1,서울경기,2008-09-04,0.1,0.2,수원,0.2,수원,
1,서울경기,2008-09-03,0,,,,,
1,서울경기,2008-09-02,2.7,13,양평,7,양평,
1,서울경기,2008-09-01,70.1,100,동두천,14.5,강화,
1,서울경기,2008-08-31,0.1,24,백령도,5.5,백령도,
1,서울경기,2008-08-30,0,,,,,
1,서울경기,2008-08-29,0,,,,,
1,서울경기,2008-08-28,0,,,,,
1,서울경기,2008-08-27,0,,,,,
1,서울경기,2008-08-26,0,5.5,파주,3.5,파주,
1,서울경기,2008-08-25,2.9,8,인천,8,인천,
1,서울경기,2008-08-24,0,,,,,
1,서울경기,2008-08-23,3.5,7.5,이천,4.5,양평,
1,서울경기,2008-08-22,61.8,74,이천,14.5,서울,
1,서울경기,2008-08-21,0,0.2,백령도,0.2,백령도,
